document_name,doc_type,page,item_id,item_text,platform,risk,acceptance_expected,status,messy_flag
Document 6 - PQ - Heart Rate Monitor Application,PQ,26,PQ_26.1,Audit user actions,Local DB,Low,Audit/event record shall be generated where applicable.,Pending QA,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,26,PQ-026-02,Export readings as PDF/CSV,Backend API,Low,User shall receive clear error message on failure.,In Review,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,26,PQ-026-03,Handle offline mode,iOS,Medium,TBD by clinical SME - intentionally incomplete.,Pending QA,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,26,PQ-026-04,Handle offline mode,Android/iOS,Medium,System shall complete the action without data loss.,Draft,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,26,PQ-026-05,Generate high/low heart-rate alert,Android/iOS,Low,Data shall be encrypted in transit and at rest.,Draft,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,27,PQ-027-01,Store readings securely on device,Bluetooth Sensor,Not ranked,Audit/event record shall be generated where applicable.,Rejected once,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,27,PQ-027-02,Biometric login option,iOS,Medium,Data shall be encrypted in transit and at rest.,Draft,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,27,PQ-027-03,Support caregiver view,iOS,Low,TBD by clinical SME - intentionally incomplete.,Need SME,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,27,PQ-027-04,Sync readings to cloud API,Android,Low,TBD by clinical SME - intentionally incomplete.,Rejected once,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,27,PQ-027-05,Biometric login option,Local DB,Low,Data shall be encrypted in transit and at rest.,Need SME,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,28,PQ-028-01,Export readings as PDF/CSV,Notification Service,TBD,Audit/event record shall be generated where applicable.,In Review,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,28,PQ_28.2,Notification retry and suppression,Bluetooth Sensor,TBD,Result must be visible in mobile UI within expected time.,Need SME,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,28,PQ-028-03,Display current BPM with timestamp,Bluetooth Sensor,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,28,PQ-028-04,Support caregiver view,Bluetooth Sensor,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,28,PQ_28.5,Manual heart rate entry when device unavailable,iOS,Medium,User shall receive clear error message on failure.,Need SME,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,29,PQ-029-01,Show trend chart for 7/30/90 days,iOS,Low,System shall complete the action without data loss.,Pending QA,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,29,PQ-029-02,Sync readings to cloud API,iOS,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,29,PQ-029-03,Sync readings to cloud API,Cloud Sync,High,System shall complete the action without data loss.,Pending QA,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,29,PQ-029-04,Show trend chart for 7/30/90 days,Bluetooth Sensor,Medium,System shall complete the action without data loss.,Need SME,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,29,PQ-029-05,Capture heart rate from paired device,Notification Service,Medium,User shall receive clear error message on failure.,Draft,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,30,PQ-030-01,Battery and Bluetooth warning,Local DB,Medium,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,30,PQ-030-02,Audit user actions,iOS,Medium,Audit/event record shall be generated where applicable.,Approved?,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,30,PQ-030-03,Display current BPM with timestamp,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,Pending QA,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,30,PQ-030-04,Validate sensor data range,Cloud Sync,High,Data shall be encrypted in transit and at rest.,Pending QA,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,30,PQ-030-05,Audit user actions,Local DB,Medium,Audit/event record shall be generated where applicable.,Pending QA,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,31,PQ-031-01,Show trend chart for 7/30/90 days,Local DB,Low,User shall receive clear error message on failure.,Need SME,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,31,PQ-031-02,Audit user actions,Notification Service,Low,TBD by clinical SME - intentionally incomplete.,Need SME,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,31,PQ-031-03,Capture heart rate from paired device,Backend API,Not ranked,System shall complete the action without data loss.,Need SME,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,31,PQ-031-04,Biometric login option,Android/iOS,Not ranked,Result must be visible in mobile UI within expected time.,Rejected once,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,31,PQ-031-05,Biometric login option,Android/iOS,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,32,PQ_32.1,Validate sensor data range,Backend API,Medium,Result must be visible in mobile UI within expected time.,Pending QA,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,32,PQ-032-02,Battery and Bluetooth warning,Bluetooth Sensor,Low,User shall receive clear error message on failure.,Approved?,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,32,PQ_32.3,Sync readings to cloud API,Cloud Sync,TBD,Result must be visible in mobile UI within expected time.,Need SME,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,32,PQ-032-04,Sync readings to cloud API,Bluetooth Sensor,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,32,PQ-032-05,Biometric login option,Cloud Sync,Low,User shall receive clear error message on failure.,Pending QA,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,33,PQ-033-01,Show trend chart for 7/30/90 days,Backend API,High,TBD by clinical SME - intentionally incomplete.,Need SME,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,33,PQ-033-02,Support caregiver view,Cloud Sync,TBD,Data shall be encrypted in transit and at rest.,Approved?,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,33,PQ-033-03,Display current BPM with timestamp,Cloud Sync,Low,TBD by clinical SME - intentionally incomplete.,Approved?,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,33,PQ-033-04,Capture heart rate from paired device,Notification Service,Not ranked,Audit/event record shall be generated where applicable.,Rejected once,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,33,PQ-033-05,Audit user actions,Notification Service,Medium,Data shall be encrypted in transit and at rest.,Need SME,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,34,PQ-034-01,Display current BPM with timestamp,Backend API,Medium,User shall receive clear error message on failure.,Rejected once,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,34,PQ_34.2,Battery and Bluetooth warning,Android,TBD,User shall receive clear error message on failure.,Need SME,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,34,PQ-034-03,Battery and Bluetooth warning,Cloud Sync,Low,User shall receive clear error message on failure.,Rejected once,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,34,PQ-034-04,Show trend chart for 7/30/90 days,Cloud Sync,High,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,34,PQ_34.5,Handle offline mode,Notification Service,High,Audit/event record shall be generated where applicable.,Approved?,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,35,PQ-035-01,Consent capture and privacy notice,Android/iOS,Medium,Audit/event record shall be generated where applicable.,Need SME,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,35,PQ-035-02,Battery and Bluetooth warning,Android/iOS,High,TBD by clinical SME - intentionally incomplete.,Approved?,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,35,PQ-035-03,Notification retry and suppression,Bluetooth Sensor,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,35,PQ_35.4,Validate sensor data range,Bluetooth Sensor,Low,Result must be visible in mobile UI within expected time.,Need SME,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,35,PQ_35.5,Biometric login option,Cloud Sync,Low,System shall complete the action without data loss.,Rejected once,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,36,PQ-036-01,Show trend chart for 7/30/90 days,iOS,High,Result must be visible in mobile UI within expected time.,Draft,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,36,PQ-036-02,Consent capture and privacy notice,Backend API,Not ranked,Result must be visible in mobile UI within expected time.,In Review,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,36,PQ-036-03,Notification retry and suppression,Android,Not ranked,Data shall be encrypted in transit and at rest.,Need SME,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,36,PQ-036-04,Notification retry and suppression,iOS,TBD,Result must be visible in mobile UI within expected time.,In Review,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,36,PQ-036-05,Biometric login option,Bluetooth Sensor,Medium,Audit/event record shall be generated where applicable.,In Review,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,37,PQ_37.1,Generate high/low heart-rate alert,Notification Service,Medium,User shall receive clear error message on failure.,In Review,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,37,PQ-037-02,Validate sensor data range,Android,Medium,System shall complete the action without data loss.,Pending QA,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,37,PQ-037-03,Capture heart rate from paired device,Bluetooth Sensor,High,User shall receive clear error message on failure.,In Review,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,37,PQ-037-04,Sync readings to cloud API,Cloud Sync,Not ranked,TBD by clinical SME - intentionally incomplete.,Draft,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,37,PQ-037-05,Validate sensor data range,Android,Medium,TBD by clinical SME - intentionally incomplete.,In Review,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,38,PQ_38.1,Support caregiver view,Local DB,Not ranked,Data shall be encrypted in transit and at rest.,In Review,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,38,PQ-038-02,Export readings as PDF/CSV,Cloud Sync,Medium,System shall complete the action without data loss.,Rejected once,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,38,PQ-038-03,Battery and Bluetooth warning,Cloud Sync,TBD,Result must be visible in mobile UI within expected time.,Need SME,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,38,PQ-038-04,Handle offline mode,iOS,Not ranked,Audit/event record shall be generated where applicable.,Rejected once,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,38,PQ-038-05,Display current BPM with timestamp,Local DB,Medium,System shall complete the action without data loss.,In Review,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,39,PQ-039-01,Battery and Bluetooth warning,Android,Low,User shall receive clear error message on failure.,Approved?,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,39,PQ-039-02,Audit user actions,iOS,High,User shall receive clear error message on failure.,Rejected once,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,39,PQ-039-03,Consent capture and privacy notice,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,Need SME,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,39,PQ_39.4,Notification retry and suppression,Local DB,TBD,User shall receive clear error message on failure.,Draft,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,39,PQ-039-05,Biometric login option,Notification Service,Low,Audit/event record shall be generated where applicable.,In Review,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,40,PQ-040-01,Generate high/low heart-rate alert,Notification Service,TBD,TBD by clinical SME - intentionally incomplete.,Approved?,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,40,PQ-040-02,Store readings securely on device,Bluetooth Sensor,Medium,Result must be visible in mobile UI within expected time.,Need SME,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,40,PQ_40.3,Export readings as PDF/CSV,iOS,Not ranked,Result must be visible in mobile UI within expected time.,Pending QA,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,40,PQ-040-04,Sync readings to cloud API,Local DB,TBD,System shall complete the action without data loss.,Approved?,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,40,PQ-040-05,Battery and Bluetooth warning,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,In Review,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,41,PQ-041-01,Handle offline mode,Backend API,Low,Audit/event record shall be generated where applicable.,Pending QA,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,41,PQ-041-02,Notification retry and suppression,Notification Service,Medium,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,41,PQ_41.3,Show trend chart for 7/30/90 days,iOS,Not ranked,TBD by clinical SME - intentionally incomplete.,In Review,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,41,PQ-041-04,Show trend chart for 7/30/90 days,Android,High,Audit/event record shall be generated where applicable.,Pending QA,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,41,PQ_41.5,Store readings securely on device,Notification Service,Not ranked,Audit/event record shall be generated where applicable.,Draft,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,42,PQ-042-01,Capture heart rate from paired device,Notification Service,High,User shall receive clear error message on failure.,Approved?,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,42,PQ-042-02,Biometric login option,Local DB,Medium,Result must be visible in mobile UI within expected time.,Need SME,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,42,PQ-042-03,Manual heart rate entry when device unavailable,Cloud Sync,High,Audit/event record shall be generated where applicable.,In Review,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,42,PQ-042-04,Support caregiver view,Android/iOS,Not ranked,Audit/event record shall be generated where applicable.,Approved?,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,42,PQ-042-05,Biometric login option,Local DB,Low,Result must be visible in mobile UI within expected time.,In Review,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,43,PQ-043-01,Audit user actions,Android,TBD,Data shall be encrypted in transit and at rest.,Need SME,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,43,PQ_43.2,Notification retry and suppression,Backend API,High,Audit/event record shall be generated where applicable.,Need SME,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,43,PQ_43.3,Capture heart rate from paired device,iOS,TBD,Result must be visible in mobile UI within expected time.,Need SME,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,43,PQ-043-04,Validate sensor data range,Bluetooth Sensor,TBD,Result must be visible in mobile UI within expected time.,Draft,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,43,PQ-043-05,Support caregiver view,Backend API,Not ranked,Audit/event record shall be generated where applicable.,Pending QA,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,44,PQ-044-01,Consent capture and privacy notice,Backend API,TBD,User shall receive clear error message on failure.,Rejected once,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,44,PQ-044-02,Generate high/low heart-rate alert,Android,High,Result must be visible in mobile UI within expected time.,Need SME,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,44,PQ-044-03,Export readings as PDF/CSV,Android/iOS,Medium,TBD by clinical SME - intentionally incomplete.,Pending QA,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,44,PQ-044-04,Show trend chart for 7/30/90 days,Notification Service,High,TBD by clinical SME - intentionally incomplete.,Need SME,missing owner
Document 6 - PQ - Heart Rate Monitor Application,PQ,44,PQ-044-05,Biometric login option,Backend API,Low,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,45,PQ-045-01,Capture heart rate from paired device,Notification Service,Not ranked,Result must be visible in mobile UI within expected time.,In Review,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,45,PQ-045-02,Generate high/low heart-rate alert,Backend API,Medium,Result must be visible in mobile UI within expected time.,Draft,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,45,PQ-045-03,Validate sensor data range,Android/iOS,High,Audit/event record shall be generated where applicable.,Need SME,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,45,PQ-045-04,Battery and Bluetooth warning,iOS,Medium,System shall complete the action without data loss.,Need SME,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,45,PQ_45.5,Consent capture and privacy notice,Cloud Sync,TBD,User shall receive clear error message on failure.,Rejected once,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,46,PQ-046-01,Consent capture and privacy notice,Notification Service,TBD,Data shall be encrypted in transit and at rest.,Pending QA,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,46,PQ-046-02,Consent capture and privacy notice,Android/iOS,Medium,System shall complete the action without data loss.,In Review,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,46,PQ-046-03,Battery and Bluetooth warning,Android/iOS,Medium,System shall complete the action without data loss.,Draft,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,46,PQ_46.4,Capture heart rate from paired device,Android,High,Audit/event record shall be generated where applicable.,In Review,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,46,PQ-046-05,Consent capture and privacy notice,Android/iOS,High,System shall complete the action without data loss.,Need SME,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,47,PQ-047-01,Sync readings to cloud API,Android/iOS,High,System shall complete the action without data loss.,Approved?,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,47,PQ-047-02,Sync readings to cloud API,Local DB,TBD,Audit/event record shall be generated where applicable.,Need SME,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,47,PQ-047-03,Support caregiver view,Android,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,duplicate section
Document 6 - PQ - Heart Rate Monitor Application,PQ,47,PQ-047-04,Validate sensor data range,Android,Medium,Audit/event record shall be generated where applicable.,Need SME,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,47,PQ-047-05,Support caregiver view,Android/iOS,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,manual note
Document 6 - PQ - Heart Rate Monitor Application,PQ,48,PQ-048-01,Manual heart rate entry when device unavailable,Bluetooth Sensor,High,Result must be visible in mobile UI within expected time.,Pending QA,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,48,PQ-048-02,Notification retry and suppression,Android,Low,Result must be visible in mobile UI within expected time.,Pending QA,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,48,PQ-048-03,Handle offline mode,Android,TBD,Audit/event record shall be generated where applicable.,Need SME,TBD
Document 6 - PQ - Heart Rate Monitor Application,PQ,48,PQ-048-04,Consent capture and privacy notice,Android/iOS,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,48,PQ-048-05,Audit user actions,Local DB,Low,User shall receive clear error message on failure.,In Review,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,49,PQ-049-01,Consent capture and privacy notice,iOS,TBD,TBD by clinical SME - intentionally incomplete.,In Review,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,49,PQ-049-02,Biometric login option,iOS,Medium,User shall receive clear error message on failure.,Draft,OCR noisy line
Document 6 - PQ - Heart Rate Monitor Application,PQ,49,PQ_49.3,Validate sensor data range,Android/iOS,TBD,Data shall be encrypted in transit and at rest.,Approved?,??
Document 6 - PQ - Heart Rate Monitor Application,PQ,49,PQ-049-04,Biometric login option,Backend API,Not ranked,User shall receive clear error message on failure.,Approved?,old text retained
Document 6 - PQ - Heart Rate Monitor Application,PQ,49,PQ-049-05,Store readings securely on device,Cloud Sync,Low,TBD by clinical SME - intentionally incomplete.,Draft,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,50,PQ-050-01,Sync readings to cloud API,Android,Not ranked,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,50,PQ-050-02,Notification retry and suppression,iOS,High,Data shall be encrypted in transit and at rest.,Pending QA,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,50,PQ_50.3,Display current BPM with timestamp,Bluetooth Sensor,Low,Data shall be encrypted in transit and at rest.,Need SME,RAG TEST CHUNK
Document 6 - PQ - Heart Rate Monitor Application,PQ,50,PQ-050-04,Support caregiver view,iOS,Low,TBD by clinical SME - intentionally incomplete.,Need SME,REVIEW-LATER
Document 6 - PQ - Heart Rate Monitor Application,PQ,50,PQ-050-05,Manual heart rate entry when device unavailable,iOS,High,Result must be visible in mobile UI within expected time.,Pending QA,v0.1/v1.0 mixed
Document 6 - PQ - Heart Rate Monitor Application,PQ,51,PQ-051-01,Store readings securely on device,Local DB,Not ranked,User shall receive clear error message on failure.,Rejected once,TBD
